country,location_name,timezone,last_updated,travel_safety
Bolivia,National,America/La_Paz,2024-08-18 08:00,Unsafe
Panama,Panama City,America/Panama,2024-08-18 07:00,Unsafe
Papua New Guinea,Port Moresby,Pacific/Port_Moresby,2024-08-18 22:00,Caution
Paraguay,Aurora,America/Argentina/Cordoba,2024-08-18 09:00,Caution
Peru,Lima,America/Lima,2024-08-18 07:00,Caution
Philippines,Manila,Asia/Manila,2024-08-18 20:00,Unsafe
Poland,Warsaw,Europe/Warsaw,2024-08-18 14:00,Safe
Portugal,Lisbon,Europe/Lisbon,2024-08-18 13:00,Caution
Qatar,Doha,Asia/Qatar,2024-08-18 15:00,Caution
Romania,Bucharest,Europe/Bucharest,2024-08-18 15:00,Safe
Russia,Moscow,Europe/Moscow,2024-08-18 15:00,Safe
Rwanda,Kigali,Africa/Kigali,2024-08-18 14:00,Safe
Saint Kitts and Nevis,Basseterre,America/St_Kitts,2024-08-18 08:00,Caution
Saint Lucia,Castries,America/St_Lucia,2024-08-18 08:00,Caution
Saint Vincent and the Grenadines,Kingstown,America/St_Vincent,2024-08-18 08:00,Safe
Samoa,Apia,Pacific/Apia,2024-08-19 01:00,Unsafe
San Marino,San Marino,Europe/Rome,2024-08-18 14:00,Safe
Belgium,'S Gravenjansdijk,Europe/Brussels,2024-08-18 14:00,Safe
Saudi Arabia,Riyadh,Asia/Riyadh,2024-08-18 15:00,Caution
Senegal,Dakar,Africa/Dakar,2024-08-18 12:00,Caution
Serbia,Belgrade,Europe/Belgrade,2024-08-18 14:00,Safe
Seychelles Islands,Victoria,Indian/Mahe,2024-08-18 16:00,Safe
Sierra Leone,Freetown,Africa/Freetown,2024-08-18 12:00,Unsafe
Singapore,Singapore,Asia/Singapore,2024-08-18 20:00,Caution
Slovakia,Bratislava,Europe/Bratislava,2024-08-18 14:00,Safe
Slovenia,Ljubljana,Europe/Ljubljana,2024-08-18 14:00,Safe
Solomon Islands,Honiara,Pacific/Guadalcanal,2024-08-18 23:00,Caution
Somalia,Mogadishu,Africa/Mogadishu,2024-08-18 15:00,Caution
South Africa,Pretoria,Africa/Johannesburg,2024-08-18 14:00,Caution
South Korea,Seoul,Asia/Seoul,2024-08-18 21:00,Unsafe
Sudan,Juba,Africa/Khartoum,2024-08-18 14:00,Safe
Spain,Madrid,Europe/Madrid,2024-08-18 14:00,Safe
Sri Lanka,Colombo,Asia/Colombo,2024-08-18 17:30,Safe
Sudan,Khartoum,Africa/Khartoum,2024-08-18 14:00,Safe
Suriname,Paramaribo,America/Paramaribo,2024-08-18 09:00,Caution
Sweden,Stockholm,Europe/Stockholm,2024-08-18 14:00,Safe
Switzerland,Bern,Europe/Zurich,2024-08-18 14:00,Safe
Syria,Damascus,Asia/Damascus,2024-08-18 15:00,Safe
Tajikistan,Dushanbe,Asia/Dushanbe,2024-08-18 17:00,Safe
Tanzania,Dodoma,Africa/Dar_es_Salaam,2024-08-18 15:00,Safe
Thailand,Bangkok,Asia/Bangkok,2024-08-18 19:00,Safe
Timor-Leste,Dili,Asia/Dili,2024-08-18 21:00,Caution
Vietnam,Ban Lom,Asia/Bangkok,2024-08-18 19:00,Unsafe
Tonga,Nuku`Aloia,Pacific/Tongatapu,2024-08-19 01:00,Unsafe
Trinidad and Tobago,Port Of Spain,America/Port_of_Spain,2024-08-18 08:00,Caution
Tunisia,Tunis,Africa/Tunis,2024-08-18 13:00,Safe
Turkey,Ankara,Europe/Istanbul,2024-08-18 15:00,Safe
Turkmenistan,Ashgabat,Asia/Ashgabat,2024-08-18 17:00,Safe
Tuvalu,Funafuti,Pacific/Funafuti,2024-08-19 00:00,Caution
Uganda,Kampala,Africa/Kampala,2024-08-18 15:00,Safe
Ukraine,Kyiv,Europe/Kiev,2024-08-18 15:00,Safe
United Arab Emirates,Abu Dhabi,Asia/Dubai,2024-08-18 16:00,Unsafe
United Kingdom,London,Europe/London,2024-08-18 13:00,Safe
United States of America,Washington Harbor,America/Los_Angeles,2024-08-18 05:00,Unsafe
Uruguay,Montevideo,America/Montevideo,2024-08-18 09:00,Unsafe
Uzbekistan,Tashkent,Asia/Tashkent,2024-08-18 17:00,Safe
Vanuatu,Port Vila,Pacific/Efate,2024-08-18 23:00,Unsafe
Venezuela,Caracas,America/Caracas,2024-08-18 08:00,Safe
Vietnam,Hanoi,Asia/Bangkok,2024-08-18 19:00,Unsafe
Yemen,Sanaa,Asia/Aden,2024-08-18 15:00,Caution
Zambia,Lusaka,Africa/Lusaka,2024-08-18 14:00,Safe
Zimbabwe,Harare,Africa/Harare,2024-08-18 14:00,Safe
Afghanistan,Kabul,Asia/Kabul,2024-08-19 17:00,Safe
Albania,Tirana,Europe/Tirane,2024-08-19 14:30,Safe
Algeria,Algiers,Africa/Algiers,2024-08-19 13:30,Safe
Andorra,Andorra La Vella,Europe/Andorra,2024-08-19 14:30,Safe
Angola,Luanda,Africa/Luanda,2024-08-19 13:30,Unsafe
Antigua and Barbuda,Saint John's,America/Antigua,2024-08-19 08:30,Caution
Argentina,Buenos Aires,America/Argentina/Buenos_Aires,2024-08-19 09:30,Caution
Armenia,Yerevan,Asia/Yerevan,2024-08-19 16:30,Safe
Australia,Canberra,Australia/Sydney,2024-08-19 22:30,Unsafe
Austria,Vienna,Europe/Vienna,2024-08-19 14:30,Safe
Azerbaijan,Baku,Asia/Baku,2024-08-19 16:15,Safe
Bahamas,Nassau,America/Nassau,2024-08-19 08:30,Caution
Bahrain,Manama,Asia/Bahrain,2024-08-19 15:30,Caution
Bangladesh,Dhaka,Asia/Dhaka,2024-08-19 18:30,Caution
Barbados,Bridgetown,America/Barbados,2024-08-19 08:15,Caution
Belarus,Minsk,Europe/Minsk,2024-08-19 15:30,Safe
Belgium,Brussels,Europe/Brussels,2024-08-19 14:30,Safe
Belize,Belmopan,America/Belize,2024-08-19 06:30,Unsafe
Benin,Porto-Novo,Africa/Porto-Novo,2024-08-19 13:30,Caution
Bhutan,Thimphu,Asia/Thimphu,2024-08-19 18:30,Unsafe
Bolivia,Sucre,America/La_Paz,2024-08-19 08:30,Safe
Bosnia and Herzegovina,Sarajevo,Europe/Sarajevo,2024-08-19 14:30,Safe
Botswana,Gaborone,Africa/Gaborone,2024-08-19 14:30,Caution
Brazil,Bras,America/Manaus,2024-08-19 08:30,Safe
Brunei Darussalam,Bandar Seri Begawan,Asia/Brunei,2024-08-19 20:30,Caution
Bulgaria,Sofia,Europe/Sofia,2024-08-19 15:30,Safe
Burkina Faso,Ouagadougou,Africa/Ouagadougou,2024-08-19 12:30,Safe
Burundi,Bujumbura,Africa/Bujumbura,2024-08-19 14:30,Caution
Madagascar,Ivory,Indian/Antananarivo,2024-08-19 15:30,Safe
Cape Verde,Praia,Atlantic/Cape_Verde,2024-08-19 11:30,Safe
Cambodia,Phnom Penh,Asia/Phnom_Penh,2024-08-19 19:30,Safe
Cameroon,Ngaoundere,Africa/Douala,2024-08-19 13:30,Unsafe
Canada,Ottawa,America/Toronto,2024-08-19 08:30,Unsafe
Central African Republic,Bangui,Africa/Bangui,2024-08-19 13:30,Safe
Chad,N'djamena,Africa/Douala,2024-08-19 13:30,Unsafe
Chile,Santiago,America/Santiago,2024-08-19 08:30,Unsafe
China,Beijing,Asia/Shanghai,2024-08-19 20:30,Caution
Bulgaria,Bogot,Europe/Sofia,2024-08-19 15:30,Safe
Comoros,Moroni,Indian/Comoro,2024-08-19 15:30,Safe
Congo,Brazzaville,Africa/Brazzaville,2024-08-19 13:30,Safe
Costa Rica,San Ignacio,America/Costa_Rica,2024-08-19 06:30,Caution
Croatia,Zagreb,Europe/Zagreb,2024-08-19 14:30,Safe
Cuba,Havana,America/Havana,2024-08-19 08:30,Unsafe
Cyprus,Nicosia,Asia/Famagusta,2024-08-19 15:30,Safe
Czech Republic,Prague,Europe/Prague,2024-08-19 14:30,Safe
Democratic Republic of Congo,Kinshasa,Africa/Brazzaville,2024-08-19 13:30,Safe
Denmark,Copenhagen,Europe/Copenhagen,2024-08-19 14:30,Safe
Djibouti,Djibouti,Africa/Djibouti,2024-08-19 15:30,Caution
Dominica,Roseau,America/Dominica,2024-08-19 08:30,Caution
Dominican Republic,Santo Domingo,America/Santo_Domingo,2024-08-19 08:30,Caution
Ecuador,Quito,America/Guayaquil,2024-08-19 07:30,Safe
Egypt,Cairo,Africa/Cairo,2024-08-19 15:30,Caution
El Salvador,San Salvador,America/El_Salvador,2024-08-19 06:30,Unsafe
Equatorial Guinea,Malabo,Africa/Malabo,2024-08-19 13:30,Unsafe
Eritrea,Asmara,Africa/Asmara,2024-08-19 15:30,Safe
Estonia,Tallinn,Europe/Tallinn,2024-08-19 15:30,Safe
Swaziland,Mbabane,Africa/Mbabane,2024-08-19 14:30,Safe
Ethiopia,Addis Ababa,Africa/Addis_Ababa,2024-08-19 15:30,Unsafe
Fiji Islands,Suva,Pacific/Fiji,2024-08-20 00:30,Unsafe
Finland,Helsinki,Europe/Helsinki,2024-08-19 15:30,Safe
France,Paris,Europe/Paris,2024-08-19 14:30,Safe
Gabon,Libreville,Africa/Libreville,2024-08-19 13:30,Safe
Gambia,Banjul,Africa/Banjul,2024-08-19 12:30,Caution
Georgia,Tbilisi,Asia/Tbilisi,2024-08-19 16:30,Safe
Germany,Berlin,Europe/Berlin,2024-08-19 14:30,Safe
Ghana,Accra,Africa/Accra,2024-08-19 12:30,Safe
Greece,Athens,Europe/Athens,2024-08-19 15:30,Safe
Grenada,Saint George's,America/Grenada,2024-08-19 08:30,Caution
Guatemala,Guatemala City,America/Guatemala,2024-08-19 06:30,Unsafe
Guinea,Conakry,Africa/Conakry,2024-08-19 12:30,Unsafe
Guinea-Bissau,Bissau,Africa/Bissau,2024-08-19 12:30,Unsafe
Guyana,Georgetown,America/Guyana,2024-08-19 08:30,Caution
Haiti,Port-Au-Prince,America/Port-au-Prince,2024-08-19 08:30,Caution
Vatican City,Vatican City,Europe/Rome,2024-08-19 14:30,Safe
Honduras,Tegucigalpa,America/Tegucigalpa,2024-08-19 06:30,Caution
Hungary,Budapest,Europe/Budapest,2024-08-19 14:30,Safe
Iceland,Vestmannaeyjar,Atlantic/Reykjavik,2024-08-19 12:30,Safe
India,New Delhi,Asia/Kolkata,2024-08-19 18:00,Caution
Indonesia,Jakarta,Asia/Jakarta,2024-08-19 19:30,Unsafe
Iran,Tehran,Asia/Tehran,2024-08-19 16:00,Caution
Iraq,Baghdad,Asia/Baghdad,2024-08-19 15:30,Caution
Ireland,Dublin,Europe/Dublin,2024-08-19 13:30,Caution
Israel,Jerusalem,Asia/Jerusalem,2024-08-19 15:30,Caution
Italy,Rome,Europe/Rome,2024-08-19 14:30,Safe
Jamaica,Port Royal,America/Jamaica,2024-08-19 07:30,Caution
Japan,Tokyo,Asia/Tokyo,2024-08-19 21:30,Caution
Jordan,Amman,Asia/Amman,2024-08-19 15:30,Safe
Kazakhstan,Astana,Asia/Almaty,2024-08-19 17:30,Safe
Kenya,Nairobi,Africa/Nairobi,2024-08-19 15:30,Caution
Kiribati,Tarawa,Pacific/Tarawa,2024-08-20 00:30,Safe
Kuwait,Kuwait City,Asia/Kuwait,2024-08-19 15:30,Caution
Kyrghyzstan,Bishkek,Asia/Bishkek,2024-08-19 18:30,Safe
Indonesia,Laos,Asia/Jakarta,2024-08-19 19:30,Caution
Latvia,Riga,Europe/Riga,2024-08-19 15:30,Safe
Lebanon,Beirut,Asia/Beirut,2024-08-19 15:30,Caution
Lesotho,Maseru,Africa/Johannesburg,2024-08-19 14:30,Safe
Liberia,Monrovia,Africa/Monrovia,2024-08-19 12:30,Caution
Thailand,Nan,Asia/Bangkok,2024-08-19 19:30,Unsafe
Liechtenstein,Vaduz,Europe/Vaduz,2024-08-19 14:30,Caution
Lithuania,Vilnius,Europe/Vilnius,2024-08-19 15:30,Safe
Luxembourg,Luxembourg,Europe/Luxembourg,2024-08-19 14:30,Safe
Madagascar,Antananarivo,Indian/Antananarivo,2024-08-19 15:30,Safe
Malawi,Lilongwe,Africa/Blantyre,2024-08-19 14:30,Safe
Malaysia,Kuala Lumpur,Asia/Kuala_Lumpur,2024-08-19 20:30,Unsafe
Maldives,Dhidhdhoo,Indian/Maldives,2024-08-19 17:30,Caution
Mali,Bamako,Africa/Bamako,2024-08-19 12:30,Safe
Malta,Valletta,Europe/Malta,2024-08-19 14:30,Caution
Marshall Islands,Majuro,Pacific/Majuro,2024-08-20 00:30,Caution
Mauritania,Nouakchott,Africa/Nouakchott,2024-08-19 12:30,Safe
Mauritius,Port Louis,Indian/Mauritius,2024-08-19 16:30,Caution
Mexico,Mexico City,America/Mexico_City,2024-08-19 06:30,Caution
Micronesia,Palikir,Pacific/Pohnpei,2024-08-19 23:30,Unsafe
Iran,Chi Chi Khvar,Asia/Tehran,2024-08-19 16:00,Safe
Monaco,Monaco,Europe/Monaco,2024-08-19 14:30,Safe
Mongolia,Ulaanbaatar,Asia/Ulaanbaatar,2024-08-19 20:30,Safe
Montenegro,Podgorica,Europe/Podgorica,2024-08-19 14:30,Unsafe
Morocco,Rabat,Africa/Casablanca,2024-08-19 13:30,Caution
Mozambique,Maputo,Africa/Maputo,2024-08-19 14:30,Safe
Myanmar,Yangon,Asia/Yangon,2024-08-19 19:00,Caution
Namibia,Windhoek,Africa/Windhoek,2024-08-19 14:30,Safe
Turkey,Yaren,Europe/Istanbul,2024-08-19 15:30,Safe
Nepal,Kathmandu,Asia/Kathmandu,2024-08-19 18:15,Unsafe
Netherlands,Amsterdam,Europe/Amsterdam,2024-08-19 14:30,Safe
New Zealand,Wellington,Pacific/Auckland,2024-08-20 00:30,Safe
Nicaragua,Managua,America/Managua,2024-08-19 06:30,Caution
Niger,Niamey,Africa/Niamey,2024-08-19 13:30,Safe
Nigeria,Abuja,Africa/Lagos,2024-08-19 13:30,Unsafe
North Korea,Pyongyang,Asia/Pyongyang,2024-08-19 21:30,Unsafe
Macedonia,Skopje,Europe/Skopje,2024-08-19 14:30,Safe
Norway,Oslo,Europe/Oslo,2024-08-19 14:30,Unsafe
Oman,Muscat,Asia/Muscat,2024-08-19 16:30,Caution
Pakistan,Islamabad,Asia/Karachi,2024-08-19 17:30,Caution
Palau,Airai,Pacific/Palau,2024-08-19 21:30,Unsafe
Bolivia,National,America/La_Paz,2024-08-19 08:30,Caution
Panama,Panama City,America/Panama,2024-08-19 07:30,Unsafe
Papua New Guinea,Port Moresby,Pacific/Port_Moresby,2024-08-19 22:30,Unsafe
Paraguay,Aurora,America/Argentina/Cordoba,2024-08-19 09:30,Unsafe
Peru,Lima,America/Lima,2024-08-19 07:30,Caution
Philippines,Manila,Asia/Manila,2024-08-19 20:30,Caution
Poland,Warsaw,Europe/Warsaw,2024-08-19 14:30,Unsafe
Portugal,Lisbon,Europe/Lisbon,2024-08-19 13:30,Caution
Qatar,Doha,Asia/Qatar,2024-08-19 15:30,Caution
Romania,Bucharest,Europe/Bucharest,2024-08-19 15:30,Safe
Russia,Moscow,Europe/Moscow,2024-08-19 15:30,Safe
Rwanda,Kigali,Africa/Kigali,2024-08-19 14:30,Safe
Saint Kitts and Nevis,Basseterre,America/St_Kitts,2024-08-19 08:30,Caution
Saint Lucia,Castries,America/St_Lucia,2024-08-19 08:30,Safe
Saint Vincent and the Grenadines,Kingstown,America/St_Vincent,2024-08-19 08:30,Caution
Samoa,Apia,Pacific/Apia,2024-08-20 01:30,Unsafe
San Marino,San Marino,Europe/Rome,2024-08-19 14:30,Caution
Belgium,'S Gravenjansdijk,Europe/Brussels,2024-08-19 14:30,Safe
Saudi Arabia,Riyadh,Asia/Riyadh,2024-08-19 15:30,Caution
Senegal,Dakar,Africa/Dakar,2024-08-19 12:30,Unsafe
Serbia,Belgrade,Europe/Belgrade,2024-08-19 14:30,Caution
Seychelles Islands,Victoria,Indian/Mahe,2024-08-19 16:30,Caution
Sierra Leone,Freetown,Africa/Freetown,2024-08-19 12:30,Caution
Singapore,Singapore,Asia/Singapore,2024-08-19 20:30,Safe
Slovakia,Bratislava,Europe/Bratislava,2024-08-19 14:30,Safe
Slovenia,Ljubljana,Europe/Ljubljana,2024-08-19 14:30,Safe
Solomon Islands,Honiara,Pacific/Guadalcanal,2024-08-19 23:30,Caution
Somalia,Mogadishu,Africa/Mogadishu,2024-08-19 15:30,Caution
South Africa,Pretoria,Africa/Johannesburg,2024-08-19 14:30,Caution
South Korea,Seoul,Asia/Seoul,2024-08-19 21:30,Caution
Sudan,Juba,Africa/Khartoum,2024-08-19 14:30,Safe
Spain,Madrid,Europe/Madrid,2024-08-19 14:30,Safe
Sri Lanka,Colombo,Asia/Colombo,2024-08-19 18:00,Unsafe
Sudan,Khartoum,Africa/Khartoum,2024-08-19 14:30,Safe
Suriname,Paramaribo,America/Paramaribo,2024-08-19 09:30,Caution
Sweden,Stockholm,Europe/Stockholm,2024-08-19 14:30,Safe
Switzerland,Bern,Europe/Zurich,2024-08-19 14:30,Safe
Syria,Damascus,Asia/Damascus,2024-08-19 15:30,Caution
Tajikistan,Dushanbe,Asia/Dushanbe,2024-08-19 17:30,Safe
Tanzania,Dodoma,Africa/Dar_es_Salaam,2024-08-19 15:30,Safe
Thailand,Bangkok,Asia/Bangkok,2024-08-19 19:30,Caution
Timor-Leste,Dili,Asia/Dili,2024-08-19 21:30,Caution
Vietnam,Ban Lom,Asia/Bangkok,2024-08-19 19:30,Unsafe
Tonga,Nuku`Aloia,Pacific/Tongatapu,2024-08-20 01:30,Unsafe
Trinidad and Tobago,Port Of Spain,America/Port_of_Spain,2024-08-19 08:30,Caution
Tunisia,Tunis,Africa/Tunis,2024-08-19 13:30,Safe
Turkey,Ankara,Europe/Istanbul,2024-08-19 15:30,Safe
Turkmenistan,Ashgabat,Asia/Ashgabat,2024-08-19 17:30,Safe
Tuvalu,Funafuti,Pacific/Funafuti,2024-08-20 00:30,Caution
Uganda,Kampala,Africa/Kampala,2024-08-19 15:30,Safe
Ukraine,Kyiv,Europe/Kiev,2024-08-19 15:30,Safe
United Arab Emirates,Abu Dhabi,Asia/Dubai,2024-08-19 16:30,Unsafe
United Kingdom,London,Europe/London,2024-08-19 13:30,Safe
United States of America,Washington Harbor,America/Los_Angeles,2024-08-19 05:30,Unsafe
Uruguay,Montevideo,America/Montevideo,2024-08-19 09:30,Unsafe
Uzbekistan,Tashkent,Asia/Tashkent,2024-08-19 17:30,Safe
Vanuatu,Port Vila,Pacific/Efate,2024-08-19 23:30,Unsafe
Venezuela,Caracas,America/Caracas,2024-08-19 08:30,Safe
Vietnam,Hanoi,Asia/Bangkok,2024-08-19 19:30,Unsafe
Yemen,Sanaa,Asia/Aden,2024-08-19 15:30,Caution
Zambia,Lusaka,Africa/Lusaka,2024-08-19 14:30,Safe
Zimbabwe,Harare,Africa/Harare,2024-08-19 14:30,Safe
Afghanistan,Kabul,Asia/Kabul,2024-08-20 16:45,Safe
Albania,Tirana,Europe/Tirane,2024-08-20 14:15,Safe
Algeria,Algiers,Africa/Algiers,2024-08-20 13:15,Safe
Andorra,Andorra La Vella,Europe/Andorra,2024-08-20 14:15,Safe
Angola,Luanda,Africa/Luanda,2024-08-20 13:15,Unsafe
Antigua and Barbuda,Saint John's,America/Antigua,2024-08-20 08:15,Caution
Argentina,Buenos Aires,America/Argentina/Buenos_Aires,2024-08-20 09:15,Unsafe
Armenia,Yerevan,Asia/Yerevan,2024-08-20 16:15,Safe
Australia,Canberra,Australia/Sydney,2024-08-20 22:15,Unsafe
Austria,Vienna,Europe/Vienna,2024-08-20 14:15,Safe
Azerbaijan,Baku,Asia/Baku,2024-08-20 16:15,Safe
Bahamas,Nassau,America/Nassau,2024-08-20 08:15,Caution
Bahrain,Manama,Asia/Bahrain,2024-08-20 15:15,Caution
Bangladesh,Dhaka,Asia/Dhaka,2024-08-20 18:15,Caution
Barbados,Bridgetown,America/Barbados,2024-08-20 08:15,Caution
Belarus,Minsk,Europe/Minsk,2024-08-20 15:15,Caution
Belgium,Brussels,Europe/Brussels,2024-08-20 14:15,Safe
Belize,Belmopan,America/Belize,2024-08-20 06:15,Unsafe
Benin,Porto-Novo,Africa/Porto-Novo,2024-08-20 13:15,Safe
Bhutan,Thimphu,Asia/Thimphu,2024-08-20 18:15,Unsafe
Bolivia,Sucre,America/La_Paz,2024-08-20 08:15,Safe
Bosnia and Herzegovina,Sarajevo,Europe/Sarajevo,2024-08-20 14:15,Safe
Botswana,Gaborone,Africa/Gaborone,2024-08-20 14:15,Safe
Brazil,Bras,America/Manaus,2024-08-20 08:15,Safe
Brunei Darussalam,Bandar Seri Begawan,Asia/Brunei,2024-08-20 20:15,Caution
Bulgaria,Sofia,Europe/Sofia,2024-08-20 15:15,Caution
Burkina Faso,Ouagadougou,Africa/Ouagadougou,2024-08-20 12:15,Safe
Burundi,Bujumbura,Africa/Bujumbura,2024-08-20 14:15,Caution
Madagascar,Ivory,Indian/Antananarivo,2024-08-20 15:15,Safe
Cape Verde,Praia,Atlantic/Cape_Verde,2024-08-20 11:15,Safe
Cambodia,Phnom Penh,Asia/Phnom_Penh,2024-08-20 19:15,Caution
Cameroon,Ngaoundere,Africa/Douala,2024-08-20 13:15,Safe
Canada,Ottawa,America/Toronto,2024-08-20 08:15,Caution
Central African Republic,Bangui,Africa/Bangui,2024-08-20 13:15,Safe
Chad,N'djamena,Africa/Douala,2024-08-20 13:15,Safe
Chile,Santiago,America/Santiago,2024-08-20 08:15,Unsafe
China,Beijing,Asia/Shanghai,2024-08-20 20:15,Caution
Bulgaria,Bogot,Europe/Sofia,2024-08-20 15:15,Safe
Comoros,Moroni,Indian/Comoro,2024-08-20 15:15,Caution
Congo,Brazzaville,Africa/Brazzaville,2024-08-20 13:15,Safe
Costa Rica,San Ignacio,America/Costa_Rica,2024-08-20 06:15,Safe
Croatia,Zagreb,Europe/Zagreb,2024-08-20 14:15,Safe
Cuba,Havana,America/Havana,2024-08-20 08:15,Unsafe
Cyprus,Nicosia,Asia/Famagusta,2024-08-20 15:15,Safe
Czech Republic,Prague,Europe/Prague,2024-08-20 14:15,Safe
Democratic Republic of Congo,Kinshasa,Africa/Brazzaville,2024-08-20 13:15,Safe
Denmark,Copenhagen,Europe/Copenhagen,2024-08-20 14:15,Safe
Djibouti,Djibouti,Africa/Djibouti,2024-08-20 15:15,Caution
Dominica,Roseau,America/Dominica,2024-08-20 08:15,Safe
Dominican Republic,Santo Domingo,America/Santo_Domingo,2024-08-20 08:15,Caution
Ecuador,Quito,America/Guayaquil,2024-08-20 07:15,Safe
Egypt,Cairo,Africa/Cairo,2024-08-20 15:15,Caution
El Salvador,San Salvador,America/El_Salvador,2024-08-20 06:15,Unsafe
Equatorial Guinea,Malabo,Africa/Malabo,2024-08-20 13:15,Caution
Eritrea,Asmara,Africa/Asmara,2024-08-20 15:15,Safe
Estonia,Tallinn,Europe/Tallinn,2024-08-20 15:15,Safe
Swaziland,Mbabane,Africa/Mbabane,2024-08-20 14:15,Caution
Ethiopia,Addis Ababa,Africa/Addis_Ababa,2024-08-20 15:15,Caution
Fiji Islands,Suva,Pacific/Fiji,2024-08-21 00:15,Unsafe
Finland,Helsinki,Europe/Helsinki,2024-08-20 15:15,Safe
France,Paris,Europe/Paris,2024-08-20 14:15,Safe
Gabon,Libreville,Africa/Libreville,2024-08-20 13:15,Safe
Gambia,Banjul,Africa/Banjul,2024-08-20 12:15,Unsafe
Georgia,Tbilisi,Asia/Tbilisi,2024-08-20 16:15,Safe
Germany,Berlin,Europe/Berlin,2024-08-20 14:15,Safe
Ghana,Accra,Africa/Accra,2024-08-20 12:15,Caution
Greece,Athens,Europe/Athens,2024-08-20 15:15,Caution
Grenada,Saint George's,America/Grenada,2024-08-20 08:15,Safe
Guatemala,Guatemala City,America/Guatemala,2024-08-20 06:15,Caution
Guinea,Conakry,Africa/Conakry,2024-08-20 12:15,Caution
Guinea-Bissau,Bissau,Africa/Bissau,2024-08-20 12:15,Caution
Guyana,Georgetown,America/Guyana,2024-08-20 08:15,Caution
Haiti,Port-Au-Prince,America/Port-au-Prince,2024-08-20 08:15,Safe
Vatican City,Vatican City,Europe/Rome,2024-08-20 14:15,Safe
Honduras,Tegucigalpa,America/Tegucigalpa,2024-08-20 06:15,Caution
Hungary,Budapest,Europe/Budapest,2024-08-20 14:15,Safe
Iceland,Vestmannaeyjar,Atlantic/Reykjavik,2024-08-20 12:15,Caution
India,New Delhi,Asia/Kolkata,2024-08-20 17:45,Caution
Indonesia,Jakarta,Asia/Jakarta,2024-08-20 19:15,Caution
Iran,Tehran,Asia/Tehran,2024-08-20 15:45,Caution
Iraq,Baghdad,Asia/Baghdad,2024-08-20 15:15,Caution
Ireland,Dublin,Europe/Dublin,2024-08-20 13:15,Caution
Israel,Jerusalem,Asia/Jerusalem,2024-08-20 15:15,Caution
Italy,Rome,Europe/Rome,2024-08-20 14:15,Safe
Jamaica,Port Royal,America/Jamaica,2024-08-20 07:15,Safe
Japan,Tokyo,Asia/Tokyo,2024-08-20 21:15,Caution
Jordan,Amman,Asia/Amman,2024-08-20 15:15,Caution
Kazakhstan,Astana,Asia/Almaty,2024-08-20 17:15,Safe
Kenya,Nairobi,Africa/Nairobi,2024-08-20 15:15,Safe
Kiribati,Tarawa,Pacific/Tarawa,2024-08-21 00:15,Safe
Kuwait,Kuwait City,Asia/Kuwait,2024-08-20 15:15,Caution
Kyrghyzstan,Bishkek,Asia/Bishkek,2024-08-20 18:15,Safe
Indonesia,Laos,Asia/Jakarta,2024-08-20 19:15,Caution
Latvia,Riga,Europe/Riga,2024-08-20 15:15,Safe
Lebanon,Beirut,Asia/Beirut,2024-08-20 15:15,Caution
Lesotho,Maseru,Africa/Johannesburg,2024-08-20 14:15,Caution
Liberia,Monrovia,Africa/Monrovia,2024-08-20 12:15,Caution
Thailand,Nan,Asia/Bangkok,2024-08-20 19:15,Unsafe
Liechtenstein,Vaduz,Europe/Vaduz,2024-08-20 14:15,Safe
Lithuania,Vilnius,Europe/Vilnius,2024-08-20 15:15,Unsafe
Luxembourg,Luxembourg,Europe/Luxembourg,2024-08-20 14:15,Safe
Madagascar,Antananarivo,Indian/Antananarivo,2024-08-20 15:15,Safe
Malawi,Lilongwe,Africa/Blantyre,2024-08-20 14:15,Safe
Malaysia,Kuala Lumpur,Asia/Kuala_Lumpur,2024-08-20 20:15,Unsafe
Maldives,Dhidhdhoo,Indian/Maldives,2024-08-20 17:15,Caution
Mali,Bamako,Africa/Bamako,2024-08-20 12:15,Safe
Malta,Valletta,Europe/Malta,2024-08-20 14:15,Caution
Marshall Islands,Majuro,Pacific/Majuro,2024-08-21 00:15,Caution
Mauritania,Nouakchott,Africa/Nouakchott,2024-08-20 12:15,Safe
Mauritius,Port Louis,Indian/Mauritius,2024-08-20 16:15,Caution
Mexico,Mexico City,America/Mexico_City,2024-08-20 06:15,Safe
Micronesia,Palikir,Pacific/Pohnpei,2024-08-20 23:15,Unsafe
Iran,Chi Chi Khvar,Asia/Tehran,2024-08-20 15:45,Safe
Monaco,Monaco,Europe/Monaco,2024-08-20 14:15,Safe
Mongolia,Ulaanbaatar,Asia/Ulaanbaatar,2024-08-20 20:15,Caution
Montenegro,Podgorica,Europe/Podgorica,2024-08-20 14:15,Safe
Morocco,Rabat,Africa/Casablanca,2024-08-20 13:15,Safe
Mozambique,Maputo,Africa/Maputo,2024-08-20 14:15,Safe
Myanmar,Yangon,Asia/Yangon,2024-08-20 18:45,Caution
Namibia,Windhoek,Africa/Windhoek,2024-08-20 14:15,Safe
Turkey,Yaren,Europe/Istanbul,2024-08-20 15:15,Safe
Nepal,Kathmandu,Asia/Kathmandu,2024-08-20 18:00,Caution
Netherlands,Amsterdam,Europe/Amsterdam,2024-08-20 14:15,Caution
New Zealand,Wellington,Pacific/Auckland,2024-08-21 00:15,Caution
